"Date","Price","Open","High","Low","Change %"
"Jul 17, 2018","24.7733","24.8990","25.1249","24.6454","-0.55%"
"Jul 16, 2018","24.9093","24.9938","25.0566","24.8884","-0.38%"
"Jul 15, 2018","25.0040","24.9934","25.0184","24.9639","0.01%"
"Jul 13, 2018","25.0013","25.0739","25.1096","24.8942","-0.25%"
"Jul 12, 2018","25.0643","25.2050","25.2378","24.8277","-0.54%"
"Jul 11, 2018","25.2001","25.1343","25.3129","25.0337","0.29%"
"Jul 10, 2018","25.1275","25.4875","25.5725","25.0535","-1.40%"
"Jul 09, 2018","25.4838","25.2993","25.5513","25.2731","0.48%"
"Jul 08, 2018","25.3612","25.3834","25.4040","25.3388","0.32%"
"Jul 06, 2018","25.2794","25.4303","25.5277","25.2430","-0.54%"
"Jul 05, 2018","25.4157","25.7303","25.7804","25.3483","-1.24%"
"Jul 04, 2018","25.7346","25.6706","25.8296","25.6358","0.26%"
"Jul 03, 2018","25.6689","26.2275","26.3360","25.6519","-2.12%"
"Jul 02, 2018","26.2243","26.2507","26.5176","25.8808","0.24%"
"Jul 01, 2018","26.1623","26.2600","26.3125","26.0730","-0.55%"
"Jun 29, 2018","26.3080","25.7909","26.3648","25.7271","2.02%"
"Jun 28, 2018","25.7872","26.4671","26.4934","25.7506","-2.54%"
"Jun 27, 2018","26.4602","26.3880","26.5450","26.2259","0.24%"
"Jun 26, 2018","26.3956","26.4073","26.5377","26.2005","-0.07%"
"Jun 25, 2018","26.4142","26.5660","26.7673","26.4100","-0.64%"
"Jun 24, 2018","26.5845","26.5259","26.5993","26.5259","0.10%"
"Jun 22, 2018","26.5589","26.9519","27.0465","26.5120","-1.40%"
"Jun 21, 2018","26.9360","26.8137","27.0489","26.7545","0.43%"
"Jun 20, 2018","26.8203","27.0612","27.0846","26.8162","-0.86%"
"Jun 19, 2018","27.0526","27.1588","27.3673","26.9857","-0.40%"
"Jun 18, 2018","27.1621","27.3954","27.5186","27.1600","-1.07%"
"Jun 17, 2018","27.4561","27.3690","27.4709","27.3652","0.18%"
"Jun 15, 2018","27.4073","27.7066","27.8038","27.3779","-1.08%"
"Jun 14, 2018","27.7060","27.6096","27.7372","27.3626","0.34%"
"Jun 13, 2018","27.6114","27.7050","27.7556","27.5151","-0.33%"
"Jun 12, 2018","27.7016","27.5438","27.7183","27.4171","0.58%"
"Jun 11, 2018","27.5431","27.1934","27.5759","27.1792","0.96%"
"Jun 10, 2018","27.2824","27.2815","27.2845","27.2115","0.26%"
"Jun 08, 2018","27.2112","27.4852","27.6931","27.1455","-1.00%"
"Jun 07, 2018","27.4872","27.2258","27.7055","27.2048","0.95%"
"Jun 06, 2018","27.2297","27.4100","27.5289","27.1702","-0.66%"
"Jun 05, 2018","27.4099","26.7397","27.4241","26.7111","2.55%"
"Jun 04, 2018","26.7275","26.5882","26.7589","26.5501","0.34%"
"Jun 03, 2018","26.6361","26.6040","26.6361","26.5882","0.06%"
"Jun 01, 2018","26.6195","26.4888","26.6469","26.3816","0.50%"
"May 31, 2018","26.4859","26.2169","26.6648","26.1964","1.01%"
"May 30, 2018","26.2202","26.2863","26.3710","26.1092","-0.26%"
"May 29, 2018","26.2897","26.0746","26.3633","25.9760","0.77%"
"May 28, 2018","26.0885","26.0101","26.1268","25.9424","0.34%"
"May 27, 2018","26.0005","26.0351","26.0584","25.9939","-0.06%"
"May 25, 2018","26.0160","26.1917","26.2449","25.9395","-0.67%"
"May 24, 2018","26.1906","26.2142","26.4746","26.1336","-0.04%"
"May 23, 2018","26.2015","26.5663","26.7085","26.0573","-1.37%"
"May 22, 2018","26.5666","26.6216","26.6598","26.4736","-0.19%"
"May 21, 2018","26.6179","26.8722","26.8990","26.5902","-0.99%"
"May 18, 2018","26.8850","26.6887","26.9358","26.5518","0.78%"
"May 17, 2018","26.6762","26.3982","26.6916","26.3129","1.05%"
"May 16, 2018","26.3990","26.6016","26.7111","26.3881","-0.76%"
"May 15, 2018","26.6011","26.6063","26.8341","26.5233","-0.01%"
"May 14, 2018","26.6033","26.3245","26.6207","26.2094","1.12%"
"May 11, 2018","26.3083","25.9928","26.3474","25.9611","1.21%"
"May 10, 2018","25.9929","26.4974","26.5774","25.9495","-1.96%"
"May 09, 2018","26.5125","26.5234","26.6765","26.4718","0.01%"
"May 08, 2018","26.5108","26.3927","26.5597","26.3387","0.46%"
"May 07, 2018","26.3900","26.0596","26.4997","26.0154","1.21%"
"May 04, 2018","26.0748","25.9043","26.1311","25.8620","0.76%"
"May 03, 2018","25.8792","25.9184","26.0307","25.7644","-0.17%"
"May 02, 2018","25.9239","25.7995","26.1441","25.6716","0.48%"
"May 01, 2018","25.7993","25.7569","25.8683","25.5768","0.11%"
"Apr 30, 2018","25.7713","25.6579","25.9063","25.6032","0.45%"
"Apr 27, 2018","25.6556","26.1970","26.2183","25.6384","-2.05%"
"Apr 26, 2018","26.1933","26.2619","26.4195","26.0903","-0.24%"
"Apr 25, 2018","26.2565","26.3091","26.6761","26.1811","-0.18%"
"Apr 24, 2018","26.3041","26.4063","26.4196","26.2139","-0.40%"
"Apr 23, 2018","26.4098","25.9616","26.4366","25.9122","1.78%"
"Apr 20, 2018","25.9475","25.9853","26.2212","25.9126","-0.16%"
"Apr 19, 2018","25.9897","25.6898","26.1229","25.6308","1.15%"
"Apr 18, 2018","25.6932","25.7926","25.8276","25.5321","-0.36%"
"Apr 17, 2018","25.7870","25.8166","25.9200","25.6668","-0.15%"
"Apr 16, 2018","25.8256","25.7218","25.9051","25.6730","0.50%"
"Apr 13, 2018","25.6981","25.8853","25.9306","25.6855","-0.70%"
"Apr 12, 2018","25.8784","25.8443","25.9267","25.6806","0.14%"
"Apr 11, 2018","25.8429","25.8923","26.0167","25.7917","-0.19%"
"Apr 10, 2018","25.8927","25.9384","26.0256","25.7983","-0.15%"
"Apr 09, 2018","25.9323","25.7676","25.9902","25.7268","0.61%"
"Apr 06, 2018","25.7740","25.5078","25.8691","25.4855","1.10%"
"Apr 05, 2018","25.4944","25.4817","25.5382","25.2766","0.03%"
"Apr 04, 2018","25.4875","25.6140","25.7718","25.4281","-0.49%"
"Apr 03, 2018","25.6120","25.6239","25.6776","25.4925","-0.07%"
"Apr 02, 2018","25.6295","25.4863","25.7975","25.4627","0.68%"
"Mar 30, 2018","25.4557","25.5003","25.5775","25.4413","-0.15%"
"Mar 29, 2018","25.4936","25.7703","25.8204","25.4779","-1.06%"
"Mar 28, 2018","25.7675","26.0079","26.1395","25.6816","-0.98%"
"Mar 27, 2018","26.0220","26.1090","26.1342","25.8691","-0.26%"
"Mar 26, 2018","26.0909","26.1759","26.2840","25.9928","-0.32%"
"Mar 23, 2018","26.1734","26.2728","26.3857","26.1545","-0.36%"
"Mar 22, 2018","26.2671","26.0753","26.3289","26.0547","0.75%"
"Mar 21, 2018","26.0710","26.2695","26.2843","26.0120","-0.76%"
"Mar 20, 2018","26.2704","26.2276","26.3674","26.1907","0.14%"
"Mar 19, 2018","26.2346","26.0318","26.5117","26.0318","0.70%"
"Mar 16, 2018","26.0535","26.0591","26.2280","26.0061","-0.04%"
"Mar 15, 2018","26.0629","25.9532","26.1936","25.8740","0.45%"
"Mar 14, 2018","25.9458","25.9744","26.0263","25.8491","-0.12%"
"Mar 13, 2018","25.9771","25.8505","26.0481","25.7628","0.50%"
"Mar 12, 2018","25.8472","25.7667","25.9648","25.7555","0.30%"
"Mar 09, 2018","25.7702","25.7783","25.8511","25.6224","-0.01%"
"Mar 08, 2018","25.7739","26.0219","26.0445","25.6913","-0.92%"
"Mar 07, 2018","26.0144","26.0238","26.2779","25.9911","-0.03%"
"Mar 06, 2018","26.0234","26.0337","26.0775","25.8779","-0.03%"
"Mar 05, 2018","26.0309","25.9249","26.2157","25.9249","0.30%"
"Mar 02, 2018","25.9534","25.9512","26.2021","25.9165","-0.00%"
"Mar 01, 2018","25.9544","25.9279","26.0599","25.8414","0.11%"
"Feb 28, 2018","25.9251","26.2266","26.2297","25.8815","-1.09%"
"Feb 27, 2018","26.2111","26.0776","26.2324","25.9929","0.46%"
"Feb 26, 2018","26.0901","25.9246","26.2062","25.9168","0.78%"
"Feb 23, 2018","25.8889","25.9759","26.0428","25.8790","-0.35%"
"Feb 22, 2018","25.9799","26.2145","26.2276","25.9699","-0.91%"
"Feb 21, 2018","26.2180","26.1939","26.2771","25.9837","0.14%"
"Feb 20, 2018","26.1818","25.9501","26.2077","25.8575","0.87%"
"Feb 19, 2018","25.9569","25.9923","26.0016","25.8814","-0.19%"
"Feb 16, 2018","26.0053","26.0982","26.1882","25.9158","-0.30%"
"Feb 15, 2018","26.0840","26.0254","26.1103","25.9084","0.25%"
"Feb 14, 2018","26.0181","25.9234","26.0274","25.7141","0.35%"
"Feb 13, 2018","25.9274","25.7375","25.9416","25.7126","0.72%"
"Feb 12, 2018","25.7429","25.8703","25.9264","25.6898","-0.57%"
"Feb 09, 2018","25.8900","26.3019","26.3596","25.8205","-1.52%"
"Feb 08, 2018","26.2909","26.0959","26.5008","26.0119","0.75%"
"Feb 07, 2018","26.0944","25.9586","26.1145","25.8280","0.56%"
"Feb 06, 2018","25.9498","26.2048","26.4685","25.9126","-1.00%"
"Feb 05, 2018","26.2127","26.2797","26.3752","26.0097","-0.20%"
"Feb 02, 2018","26.2654","26.1806","26.3524","26.1327","0.35%"
"Feb 01, 2018","26.1748","26.3889","26.5770","26.0882","-0.84%"
"Jan 31, 2018","26.3971","26.5636","26.6044","26.2922","-0.59%"
"Jan 30, 2018","26.5544","26.1866","26.5802","26.1216","1.37%"
"Jan 29, 2018","26.1955","26.1826","26.3067","26.0208","0.01%"
"Jan 26, 2018","26.1933","26.3238","26.4961","26.1218","-0.45%"
"Jan 25, 2018","26.3112","26.3589","26.4665","26.0990","-0.15%"
"Jan 24, 2018","26.3502","26.1761","26.4110","26.1639","0.68%"
"Jan 23, 2018","26.1734","26.1328","26.3894","26.0972","0.15%"
"Jan 22, 2018","26.1336","25.8189","26.1893","25.8035","1.36%"
"Jan 19, 2018","25.7817","25.8614","25.9536","25.7017","-0.27%"
"Jan 18, 2018","25.8507","25.8759","26.0720","25.7883","-0.10%"
"Jan 17, 2018","25.8773","25.8910","25.9617","25.6989","-0.05%"
"Jan 16, 2018","25.8892","25.9909","26.0340","25.7876","-0.45%"
"Jan 15, 2018","26.0055","26.1466","26.1882","25.8975","-0.52%"
"Jan 12, 2018","26.1410","26.1003","26.2310","25.9487","0.20%"
"Jan 11, 2018","26.0884","26.0568","26.2954","25.9809","0.12%"
"Jan 10, 2018","26.0563","26.0505","26.2355","25.9056","0.03%"
"Jan 09, 2018","26.0492","26.0904","26.1822","25.9638","-0.14%"
"Jan 08, 2018","26.0845","26.0264","26.1333","25.9442","0.21%"
"Jan 05, 2018","26.0296","26.1510","26.3130","26.0137","-0.43%"
"Jan 04, 2018","26.1430","26.1488","26.2490","26.0004","-0.04%"
"Jan 03, 2018","26.1538","26.5475","26.5681","26.1242","-1.50%"
"Jan 02, 2018","26.5526","26.5597","26.6072","26.3569","0.02%"
"Jan 01, 2018","26.5479","26.5601","26.5852","26.5188","-0.05%"
"Dec 29, 2017","26.5601","26.5075","26.6853","26.4412","0.21%"
"Dec 28, 2017","26.5056","26.3778","26.6075","26.3646","0.48%"
"Dec 27, 2017","26.3787","26.5735","26.6581","26.3693","-0.72%"
"Dec 26, 2017","26.5701","26.3997","26.6469","26.1019","0.68%"
"Dec 25, 2017","26.3905","26.3495","26.4427","26.3455","0.09%"
"Dec 22, 2017","26.3669","26.0582","26.4415","25.9853","1.19%"
"Dec 21, 2017","26.0562","25.6863","26.1385","25.6750","1.43%"
"Dec 20, 2017","25.6897","25.7156","25.8529","25.6818","-0.09%"
"Dec 19, 2017","25.7122","25.5352","25.7509","25.4333","0.68%"
"Dec 18, 2017","25.5374","25.4760","25.6076","25.3744","0.20%"
"Dec 15, 2017","25.4860","25.7227","25.7404","25.3938","-0.93%"
"Dec 14, 2017","25.7261","25.5220","25.7334","25.4609","0.83%"
"Dec 13, 2017","25.5151","25.5283","25.6761","25.4108","-0.07%"
"Dec 12, 2017","25.5327","25.4242","25.6122","25.3908","0.44%"
"Dec 11, 2017","25.4215","25.3470","25.4413","25.2681","0.27%"
"Dec 08, 2017","25.3542","25.5737","25.6485","25.3154","-0.82%"
"Dec 07, 2017","25.5629","25.2703","25.5948","25.2010","1.18%"
"Dec 06, 2017","25.2654","25.2178","25.3357","25.0516","0.20%"
"Dec 05, 2017","25.2157","25.0804","25.2563","24.8830","0.51%"
"Dec 04, 2017","25.0874","25.1169","25.2660","25.0177","-0.03%"
"Dec 01, 2017","25.0938","25.1993","25.2717","25.0572","-0.43%"
"Nov 30, 2017","25.2012","24.8937","25.2567","24.8698","1.22%"
"Nov 29, 2017","24.8965","24.7308","24.9216","24.7182","0.65%"
"Nov 28, 2017","24.7354","24.7498","24.8745","24.5455","-0.06%"
"Nov 27, 2017","24.7512","24.7522","24.7958","24.6199","-0.09%"
"Nov 24, 2017","24.7744","24.7963","24.9256","24.6733","-0.03%"
"Nov 23, 2017","24.7824","24.8434","24.8871","24.7255","-0.25%"
"Nov 22, 2017","24.8433","24.8586","24.9882","24.7765","-0.05%"
"Nov 21, 2017","24.8565","25.1337","25.2556","24.8371","-1.12%"
"Nov 20, 2017","25.1391","24.9872","25.2508","24.9789","0.59%"
"Nov 17, 2017","24.9920","25.1506","25.3312","24.9810","-0.62%"
"Nov 16, 2017","25.1484","25.3495","25.3729","25.1118","-0.82%"
"Nov 15, 2017","25.3558","25.2357","25.5373","25.1514","0.48%"
"Nov 14, 2017","25.2340","25.0883","25.2537","24.9152","0.57%"
"Nov 13, 2017","25.0903","25.1841","25.2051","24.9885","-0.48%"
"Nov 10, 2017","25.2103","25.0284","25.2534","24.9758","0.73%"
"Nov 09, 2017","25.0284","25.0408","25.1359","24.9521","-0.04%"
"Nov 08, 2017","25.0375","25.2164","25.2398","24.9284","-0.73%"
"Nov 07, 2017","25.2218","25.0578","25.2978","24.9803","0.65%"
"Nov 06, 2017","25.0577","25.1252","25.1266","24.9658","-0.20%"
"Nov 03, 2017","25.1091","24.8010","25.1674","24.7721","1.28%"
"Nov 02, 2017","24.7924","25.2515","25.3619","24.6888","-1.84%"
"Nov 01, 2017","25.2574","25.4377","25.5656","25.2425","-0.70%"
"Oct 31, 2017","25.4356","25.3946","25.4899","25.2928","0.09%"
"Oct 30, 2017","25.4138","25.1187","25.4989","25.0954","1.16%"
"Oct 27, 2017","25.1224","25.2745","25.2906","25.0479","-0.60%"
"Oct 26, 2017","25.2751","25.2481","25.3887","25.0396","0.08%"
"Oct 25, 2017","25.2553","25.2647","25.5489","25.1391","-0.03%"
"Oct 24, 2017","25.2638","25.1812","25.3203","25.1278","0.33%"
"Oct 23, 2017","25.1795","25.0317","25.2385","24.9711","0.54%"
"Oct 20, 2017","25.0452","24.7554","25.1294","24.6782","1.20%"
"Oct 19, 2017","24.7494","24.9032","24.9626","24.6974","-0.63%"
"Oct 18, 2017","24.9073","24.7589","24.9600","24.6654","0.60%"
"Oct 17, 2017","24.7599","25.2182","25.3320","24.6960","-1.83%"
"Oct 16, 2017","25.2214","25.1752","25.4185","25.1300","0.36%"
"Oct 13, 2017","25.1314","25.0827","25.2747","25.0350","0.22%"
"Oct 12, 2017","25.0752","24.7430","25.1019","24.5767","1.36%"
"Oct 11, 2017","24.7396","24.8683","24.8818","24.6700","-0.49%"
"Oct 10, 2017","24.8624","24.5416","24.9082","24.4657","1.31%"
"Oct 09, 2017","24.5401","24.2441","24.5926","24.2190","1.23%"
"Oct 06, 2017","24.2408","24.2672","24.3041","24.1444","-0.09%"
"Oct 05, 2017","24.2630","24.2029","24.2777","23.9553","0.26%"
"Oct 04, 2017","24.1996","24.1160","24.2578","24.0675","0.34%"
"Oct 03, 2017","24.1184","24.2049","24.2560","24.0895","-0.36%"
"Oct 02, 2017","24.2067","24.4169","24.4461","24.1445","-1.02%"
"Sep 29, 2017","24.4562","24.4122","24.4704","24.2287","0.17%"
"Sep 28, 2017","24.4150","24.3829","24.5464","24.3007","0.17%"
"Sep 27, 2017","24.3745","24.1619","24.3863","24.0492","0.86%"
"Sep 26, 2017","24.1668","24.1499","24.2376","24.0749","0.09%"
"Sep 25, 2017","24.1456","23.9427","24.1703","23.8916","0.83%"
"Sep 22, 2017","23.9474","24.2869","24.3116","23.8682","-1.39%"
"Sep 21, 2017","24.2856","23.9715","24.3312","23.9615","1.30%"
"Sep 20, 2017","23.9751","24.0474","24.1922","23.9501","-0.29%"
"Sep 19, 2017","24.0453","23.9759","24.1471","23.9307","0.31%"
"Sep 18, 2017","23.9714","23.9800","24.1171","23.8969","-0.15%"
"Sep 15, 2017","24.0080","23.6678","24.1088","23.6416","1.44%"
"Sep 14, 2017","23.6672","23.4487","23.8150","23.3837","0.93%"
"Sep 13, 2017","23.4486","23.5525","23.6499","23.3983","-0.44%"
"Sep 12, 2017","23.5525","23.2542","23.6490","23.2507","1.27%"
"Sep 11, 2017","23.2566","23.3807","23.4124","23.2279","-0.50%"
"Sep 08, 2017","23.3745","23.1572","23.4372","23.1060","0.96%"
"Sep 07, 2017","23.1528","23.2035","23.2615","23.0989","-0.23%"
"Sep 06, 2017","23.2054","23.3313","23.3669","23.1525","-0.54%"
"Sep 05, 2017","23.3304","23.1109","23.3982","23.0256","0.94%"
"Sep 04, 2017","23.1124","23.0953","23.2121","23.0548","0.17%"
"Sep 01, 2017","23.0726","23.1313","23.1726","23.0249","-0.24%"
"Aug 31, 2017","23.1288","22.8941","23.1424","22.8474","1.01%"
"Aug 30, 2017","22.8967","23.0419","23.1337","22.8831","-0.66%"
